0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
1340,1219,81,147,322,353,319,288,46,83,112,100,71,32,93,133,124,111,91,96,128,158,137,124,103,78,110,174,164,133,120,118,133,161,165,103,152,213,993,1635,2012,2091,2229,799,1250,1481,1793,1835,hand_press
804,731,48,88,193,218,191,179,27,50,77,79,51,36,56,82,96,92,62,77,90,129,123,100,75,73,110,163,150,124,103,115,99,139,141,122,140,204,1163,1570,1706,1972,2465,1014,1670,2002,2248,2502,hand_press
482,439,29,90,147,171,138,152,16,30,55,70,34,21,33,53,58,67,46,48,67,79,85,91,56,73,66,122,122,101,87,69,59,93,97,99,121,157,967,1219,1252,1404,1679,812,1642,1861,1914,2184,hand_press
1347,1253,17,54,88,102,82,91,10,18,33,42,20,12,20,32,34,40,27,29,40,47,51,55,34,44,39,73,73,60,52,41,35,56,58,59,72,94,733,913,898,1008,1167,660,1675,1803,1722,1867,hand_press
840,810,10,32,52,61,49,57,6,10,19,25,12,7,12,19,20,24,16,17,24,28,30,33,20,26,23,44,44,36,31,25,21,33,34,35,43,56,439,547,539,605,700,396,1324,1421,1304,1294,hand_press
2019,1841,37,101,324,288,259,284,3,36,90,115,57,22,7,11,12,23,10,26,14,17,18,19,12,15,14,26,26,21,19,15,12,20,20,21,26,33,263,328,323,363,420,237,794,852,782,776,hand_press
2786,2512,70,161,503,504,469,248,2,31,92,69,34,13,4,6,13,44,22,15,8,10,11,20,7,9,8,15,15,13,11,9,7,12,12,14,15,20,158,197,194,217,252,142,476,511,469,466,hand_press
3249,2907,202,296,698,716,670,462,27,77,164,135,94,101,21,48,65,51,26,41,37,65,66,92,62,70,21,37,61,66,51,60,11,37,28,52,9,12,94,118,116,130,151,85,286,306,281,279,hand_press
2741,2487,126,231,579,604,562,444,18,79,156,124,85,86,70,112,113,47,34,57,64,109,86,136,105,42,47,83,90,40,30,36,45,84,70,31,5,7,100,140,628,942,1061,573,702,747,664,404,hand_press
1645,1492,75,152,375,411,364,310,25,90,134,127,77,91,70,107,126,94,76,97,110,146,135,134,108,38,86,127,123,24,18,21,120,160,128,114,106,132,627,658,856,1058,1239,664,940,1758,1846,1880,hand_press
987,895,45,91,230,280,241,216,15,54,80,96,46,67,42,64,89,75,50,67,100,134,125,138,102,61,83,133,134,71,55,59,126,165,146,135,180,211,677,1277,1708,2273,2381,2036,2202,2693,2745,2766,hand_press
592,537,27,54,143,180,146,132,9,32,48,58,28,40,25,59,68,77,50,79,60,80,75,102,61,67,79,103,112,84,65,43,120,106,94,110,125,141,691,1080,1267,1551,1613,1558,1885,2504,2748,2979,hand_press
355,322,16,41,94,134,96,89,31,19,29,34,16,24,15,35,41,46,30,47,36,48,45,61,36,40,47,62,67,60,39,36,84,95,91,108,100,129,762,1006,1051,1193,1197,1117,1806,2168,2195,2216,hand_press
1478,1351,9,164,358,376,340,211,18,11,17,20,10,14,9,21,24,28,18,28,21,29,27,37,22,24,28,37,40,36,23,21,50,57,55,65,60,77,745,920,827,916,908,867,1679,1904,1823,1694,hand_press
2342,2098,102,243,528,380,329,237,11,7,12,30,12,20,5,12,14,16,10,17,12,17,16,22,13,14,17,22,24,21,14,13,30,34,33,39,36,46,447,552,496,550,545,520,1007,1142,1093,1016,hand_press
2881,2607,193,332,684,601,566,142,6,4,7,28,7,27,3,12,28,34,34,44,7,10,9,13,7,8,10,13,14,12,8,7,18,20,19,23,21,27,268,331,297,330,327,312,604,685,656,610,hand_press
3280,2980,296,428,828,787,742,115,4,2,10,53,32,60,1,24,48,71,61,56,4,6,13,8,4,5,6,8,8,7,5,4,10,12,11,14,13,16,161,198,178,198,196,187,362,411,393,366,hand_press
3089,2805,209,330,732,708,669,105,2,30,35,76,47,63,53,86,98,123,105,102,2,24,47,31,10,28,31,51,44,51,35,45,56,79,83,84,48,31,198,225,183,181,152,144,217,246,236,219,hand_press
2110,1930,130,231,507,503,466,141,26,75,72,131,85,87,37,84,92,132,107,115,50,84,99,64,28,31,71,103,91,104,82,90,119,143,134,124,98,121,626,1651,1748,1746,1729,1724,1768,1786,1295,812,hand_press
1266,1158,78,139,304,304,288,84,28,91,85,104,59,76,31,72,82,113,100,101,46,94,104,92,54,54,113,144,125,134,114,129,151,186,174,121,137,145,601,1628,1962,2211,2541,2672,2699,2709,2415,1456,hand_press
759,694,47,83,182,193,179,62,17,54,69,69,35,45,18,43,55,74,72,81,53,93,106,65,50,50,136,104,99,119,101,104,137,186,172,141,157,183,864,1509,1638,2029,2678,2577,2807,3253,3087,2512,hand_press
455,416,28,58,120,132,117,37,10,32,41,41,21,27,43,26,33,44,43,48,32,56,71,45,30,31,97,86,89,105,85,87,82,133,128,120,115,173,801,1202,1226,1451,1830,1745,2298,2593,2434,2114,hand_press
273,250,16,35,72,79,70,22,6,19,24,24,12,16,26,15,20,26,26,29,19,34,45,33,20,18,58,51,53,63,51,52,49,80,76,72,69,104,553,827,819,956,1185,1140,2024,2203,1957,1704,hand_press
